"Estimated gross national income per capita, female (2017 PPP $)"
"Dimension: Income/composition of resources"
"SDG 8.5 By 2030, achieve full and productive employment and decent work for all women and men,including for young people and persons with disabilities, and equal pay for work of equal value"
"Definition: Derived from the ratio of female to male wages, female and male shares of economically active population and gross national income (in 2017 purchasing power parity terms). See Technical note 3 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf for details."
"Source: HDRO calculations based on ILO (2020), UNDESA (2019a), World Bank (2020a), United Nations Statistics Division (2020b) and IMF (2020)."
""
"8"," Netherlands","27468","","36085","","38518","","41871","","43050","","42666","","42329","","41875","","42913","","43045","","45176","","46228","","46815","a"
"14"," New Zealand","19940","","22653","","26070","","25780","","26392","","27105","","27695","","28307","","29150","","29847","","30006","","31044","","31233","a"
"128"," Nicaragua","1450","","1980","","2512","","2560","","2697","","3505","","2953","","4644","","4821","","4999","","5192","","4889","","4656","a"
"189"," Niger","754","","701","","715","","478","","470","","489","","488","","497","","498","","506","","511","","527","","536","a"
"161"," Nigeria","2163","","2155","","2901","","3963","","4064","","4115","","4259","","4468","","4492","","4319","","4215","","4138","","4107","a"
"82"," North Macedonia","5793","","6395","","7071","","9774","","10147","","9969","","10440","","10545","","10765","","10752","","10925","","11265","","11698","a"
"1"," Norway","37255","","43567","","49034","","53693","","53745","","54643","","54740","","56581","","57128","","57224","","57809","","58214","","58548","a"
"60"," Oman","7071","","10146","","10059","","11093","","9670","","9725","","9536","","8959","","9200","","9204","","8724","","8235","","7959","a"
"154"," Pakistan","627","","600","","876","","1205","","1212","","1242","","1259","","1266","","1393","","1378","","1341","","1377","","1393","a"
"115"," Palestine, State of","1158","","1142","","1354","","1588","","1882","","1949","","1920","","1986","","2075","","2066","","2045","","2081","","2045","a"
"57"," Panama","8363","","9913","","10809","","14238","","15652","","17486","","17962","","18628","","20365","","21241","","23037","","23687","","24050","a"
"155"," Papua New Guinea","3114","","2844","","2628","","3200","","3230","","3315","","3387","","3790","","3960","","3876","","3745","","3641","","3767","a"
"103"," Paraguay","5580","","4349","","4885","","6474","","7115","","7234","","7666","","7756","","8111","","8205","","8605","","8968","","8855","a"
"79"," Peru","3922","","4046","","4721","","7158","","7620","","8206","","9094","","9262","","9332","","9637","","9643","","9833","","9889","a"
"107"," Philippines","3157","","3621","","4299","","5243","","5396","","5728","","6104","","6405","","6724","","6955","","7155","","7547","","7843","a"
"35"," Poland","9214","","12224","","13824","","18454","","19345","","19714","","19595","","20185","","20927","","21658","","22688","","23940","","24827","a"
"38"," Portugal","18529","","22200","","24740","","24920","","25373","","24660","","24699","","25020","","25600","","26266","","27331","","28272","","28937","a"
"45"," Qatar","24112","","41629","","30975","","33778","","39039","","41713","","43820","","45044","","46847","","47873","","46282","","46083","","45338","a"
"49"," Romania","9340","","9285","","13031","","15932","","16398","","16855","","17725","","18902","","19295","","19993","","21719","","23264","","24433","a"
"52"," Russian Federation","10042","","11029","","15421","","17584","","18339","","19005","","19145","","18959","","18631","","18663","","18988","","19536","","19694","a"
"160"," Rwanda","637","","739","","980","","1344","","1357","","1434","","1460","","1506","","1598","","1650","","1449","","1757","","1876","a"
"86"," Saint Lucia","5802","","6748","","7035","","8761","","9139","","8826","","10012","","9498","","10018","","10564","","11075","","11310","","11476","a"
"97"," Saint Vincent and the Grenadines","4462","","5252","","6737","","7914","","7866","","8103","","8319","","8406","","8389","","8565","","8652","","8860","","8880","a"
"111"," Samoa","2388","","2896","","3354","","3920","","3868","","3690","","3672","","3722","","4009","","4127","","4788","","3942","","4054","a"
"135"," Sao Tome and Principe","1312","","1425","","1734","","2046","","2088","","2058","","2174","","2280","","2278","","2361","","2420","","2450","","2462","a"
"40"," Saudi Arabia","9024","","10050","","13597","","13912","","16349","","17680","","17090","","17658","","17579","","18088","","17094","","16755","","16512","a"
"168"," Senegal","1120","","1282","","1482","","1711","","1704","","1768","","1795","","1886","","1976","","2037","","2129","","2215","","2271","a"
"64"," Serbia","5676","","6293","","8546","","11721","","11711","","11481","","12153","","11809","","11986","","12481","","12574","","13394","","13990","a"
"182"," Sierra Leone","1226","","697","","1031","","1255","","1271","","1499","","1704","","1717","","1339","","1261","","1402","","1424","","1470","a"
"11"," Singapore","31033","","35618","","41943","","53566","","55099","","56009","","57765","","68273","","68931","","70190","","72244","","71255","","71387","a"
"39"," Slovakia","10093","","12016","","15008","","19149","","18928","","19719","","20407","","20761","","21843","","22592","","23306","","24046","","24618","a"
"22"," Slovenia","16513","","20030","","27393","","29044","","29390","","28654","","27541","","28569","","29017","","30454","","32162","","33286","","33885","a"
"151"," Solomon Islands","1981","","1523","","1569","","1471","","1509","","1830","","1949","","1954","","2018","","1966","","1952","","1974","","1974","a"
"114"," South Africa","6080","","6791","","8109","","9125","","9359","","9566","","9624","","9656","","9531","","9393","","9285","","9303","","9248","a"
"185"," South Sudan","..","","..","","..","","1530","","1584","","869","","1637","","1714","","1583","","1424","","1579","","1626","","1759","a"
"25"," Spain","17761","","22292","","26083","","27941","","27904","","27379","","27392","","27797","","29369","","31019","","31250","","32348","","32881","a"
"72"," Sri Lanka","2544","","3158","","3951","","4977","","5503","","5756","","6149","","6448","","6924","","6823","","7016","","7318","","7433","a"
"170"," Sudan","789","","971","","1158","","1459","","443","","1901","","1932","","2013","","2078","","2138","","2154","","2002","","1981","a"
"97"," Suriname","6162","","6505","","8631","","11183","","11410","","11896","","12332","","12364","","11827","","10298","","9447","","9632","","9504","a"
"7"," Sweden","28161","","33127","","37468","","41315","","42251","","43445","","43628","","44364","","45495","","45734","","46809","","47272","","47709","a"
"2"," Switzerland","39985","","47233","","51837","","54535","","52506","","56237","","56769","","56225","","57484","","56863","","56245","","57665","","57840","a"
"151"," Syrian Arab Republic","1520","","1816","","2042","","2757","","3093","","2072","","1334","","833","","677","","565","","1045","","963","","989","a"
"125"," Tajikistan","1056","","983","","1487","","1014","","987","","1098","","1311","","1311","","1323","","1307","","1327","","1376","","1440","a"
"163"," Tanzania (United Republic of)","1063","","1143","","1435","","1711","","1780","","1978","","2038","","1918","","1972","","2039","","2113","","2164","","2222","a"
"79"," Thailand","7434","","7393","","8972","","11651","","12484","","13051","","13153","","13196","","13697","","14241","","14885","","15413","","15924","a"
"141"," Timor-Leste","2793","","2396","","3042","","9050","","10858","","9551","","6448","","5164","","4172","","4577","","4533","","4424","","4486","a"
"167"," Togo","998","","1085","","1010","","965","","1053","","1033","","1074","","1114","","1136","","1143","","1398","","1188","","1220","a"
"104"," Tonga","3199","","3387","","3647","","3898","","4077","","4164","","4086","","4098","","4137","","4354","","4357","","4318","","4311","a"
"67"," Trinidad and Tobago","6684","","9874","","16158","","21274","","19703","","20305","","21637","","21102","","22291","","20875","","20656","","20530","","20482","a"
"95"," Tunisia","2140","","2762","","3433","","4368","","4211","","4436","","4507","","4591","","4592","","4572","","4566","","4609","","4587","a"
"54"," Turkey","6365","","6702","","7407","","11432","","12810","","13494","","14511","","14929","","15893","","16422","","17616","","17957","","17854","a"
"111"," Turkmenistan","2752","","3040","","3616","","5632","","6250","","6819","","7421","","7999","","8641","","9319","","9599","","10024","","10493","a"
"159"," Uganda","830","","971","","1148","","1349","","1436","","1440","","1438","","1466","","1500","","1516","","1513","","1546","","1591","a"
"74"," Ukraine","5947","","5188","","7995","","9040","","9197","","9382","","9454","","9270","","8440","","8732","","9348","","9662","","10088","a"
"31"," United Arab Emirates","27098","","29903","","29130","","18055","","19171","","20430","","22256","","24130","","26229","","27461","","28535","","28350","","28578","a"
"13"," United Kingdom","22756","","28304","","33535","","29069","","29375","","29508","","29687","","30361","","31362","","31804","","32793","","33040","","33323","a"
"17"," United States","32671","","38504","","42164","","44041","","44429","","44889","","45362","","46217","","47035","","47418","","48391","","49735","","50590","a"
"55"," Uruguay","7886","","9279","","9321","","12255","","13118","","13093","","13705","","14060","","14459","","15200","","15167","","15458","","15445","a"
"106"," Uzbekistan","1663","","1817","","2286","","3394","","3616","","3830","","4080","","4263","","4409","","4567","","4731","","4898","","5064","a"
"140"," Vanuatu","1921","","2103","","1981","","2432","","2411","","2361","","2361","","2372","","2301","","2351","","2390","","2396","","2406","a"
"113"," Venezuela (Bolivarian Republic of)","10721","","10055","","10703","","14019","","14089","","14713","","14671","","14260","","13013","","10849","","9206","","7607","","5173","a"
"117"," Viet Nam","1838","","2569","","3474","","4304","","4551","","4844","","5072","","5307","","5616","","5945","","5943","","6300","","6644","a"
"179"," Yemen","903","","1285","","1076","","950","","691","","637","","505","","393","","270","","224","","194","","187","","186","a"
"146"," Zambia","1404","","1498","","1715","","2393","","2396","","2784","","2835","","2734","","2858","","2725","","3375","","3420","","3380","a"
"150"," Zimbabwe","1387","","1351","","1147","","1788","","1973","","2289","","2376","","2399","","2365","","2385","","2455","","2620","","2375","a"
"36"," Andorra","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"78"," Antigua and Barbuda","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"94"," Dominica","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"136"," Micronesia (Federated States of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"74"," Grenada","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"134"," Kiribati","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"74"," Saint Kitts and Nevis","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"19"," Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"117"," Marshall Islands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"50"," Palau","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"67"," Seychelles","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","18372","","21334","","24201","","26290","","26907","","27283","","27639","","28091","","28559","","28987","","29699","","30170","","33668",""
" ","High human development","3250","","3901","","5200","","7406","","7913","","8387","","8642","","9068","","9476","","9666","","10068","","10459","","10529",""
" ","Medium human development","1015","","1237","","1598","","1960","","1988","","2033","","2148","","2263","","2400","","2538","","2669","","2787","","2530",""
" ","Low human development","1104","","1132","","1348","","1738","","1784","","1792","","1825","","1914","","1947","","1932","","1933","","1928","","2043",""
" ","Developing Countries","2472","","2883","","3692","","5011","","5309","","5550","","5728","","5981","","6233","","6363","","6598","","6804","","6923",""
"","Regions","","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","2882","","3340","","3998","","4643","","5049","","5341","","5106","","5211","","5290","","5373","","5333","","5339","","5092",""
" ","East Asia and the Pacific","2468","","3140","","4458","","7091","","7642","","8187","","8654","","9214","","9725","","10250","","10819","","11384","","11485",""
" ","Europe and Central Asia","4093","","4342","","5667","","7907","","8404","","8751","","9284","","9504","","9782","","9921","","10377","","10587","","12373",""
" ","Latin America and the Caribbean","6409","","7071","","8068","","9416","","9990","","10388","","10223","","10388","","10673","","9813","","9848","","9836","","10708",""
" ","South Asia","955","","1164","","1563","","1868","","1876","","1861","","1956","","2063","","2211","","2394","","2538","","2639","","2393",""
